0.097304128,0.015,0.018
0.395067315,0.013,0.025
0.664475679,0.019,0.027
0.725460744,0.019,0.007
0.707993428,0.024,0.004
0.48875633,0.026,0.015
0.438395062,0.021,0.026
0.35000,0.015,0.028
0.791044776,0.015,0.045
